name,track_number,acousticness,danceability,energy,liveness,loudness,tempo,valence,duration,taylors_version,performed_live,not_first_release,low_instrumentalness,medium_instrumentalness,spoken_section,Lover,Fearless (Taylor's Version),Speak Now (Taylor's Version),Red (Taylor's Version),folklore,reputation Stadium Tour Surprise Song Playlist,1989 (Taylor's Version),Speak Now World Tour Live,Red,Midnights,Fearless,Speak Now,1989,evermore,Taylor Swift,Live From Clear Channel Stripped 2008,reputation
Babe (Taylor’s Version) (From The Vault),0.5111111111111111,-2.114558074074455,0.5214067278287461,0.7512019230769231,-4.095963363663182,0.6310263552603387,0.7156530036806118,0.7824646643109541,0.16675025182708592,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
willow,0.0,-0.17885704942257813,0.22782874617737006,0.548076923076923,-3.522230086125204,0.47960859938575817,0.0933784859986081,0.542844522968198,0.14631689491845087,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Mean,0.1111111111111111,-0.7244336251551209,0.49694189602446476,0.7728365384615385,-2.438214209184432,0.8515820298550104,0.687886984409416,0.8299469964664312,0.19566857412289165,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Long Live - Live/2011,0.3333333333333333,-3.0143867310910992,0.46024464831804285,0.733173076923077,-0.1511957408037566,0.7193771873437611,0.2428055876423277,0.18396643109540634,0.493002421826443,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
I Did Something Bad,0.044444444444444446,-1.9941118212420574,0.6926605504587156,0.5817307692307693,-6.266008112320197,0.6966645239625743,0.10684536407923724,0.2954946996466431,0.1967830429284811,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
You Are In Love,0.3111111111111111,-0.33298498815669114,0.35321100917431186,0.43509615384615385,-5.1589231453901245,0.5011070637811585,0.7319036583703428,0.3109540636042403,0.2586210591740072,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Way I Loved You,0.3333333333333333,-2.3580155157551888,0.2951070336391437,0.7139423076923077,-4.3910432849941055,0.8728662238411542,0.6657315664483171,0.37720848056537104,0.20961443665745091,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Long Live,0.28888888888888886,-2.3075739425360475,0.2675840978593272,0.6754807692307693,-4.487850364552571,0.8292264838225841,0.975957640677577,0.11550353356890458,0.3675818170127951,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Ronan (Taylor's Version),0.4444444444444444,-0.3945139426559797,0.581039755351682,0.19350961538461542,-2.728081109577058,0.3648310834940362,0.3439757782736281,0.37831272084805656,0.2525064832079556,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Cold As You,0.08888888888888889,-1.28381420991588,0.2675840978593272,0.4375,-4.041507329179165,0.7243054067566602,0.7709985004914656,0.2469081272084806,0.19841188195203502,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anti-Hero,0.044444444444444446,-1.6958730484018383,0.6024464831804281,0.6382211538461539,-3.481158505766006,0.6656667380901364,0.2069034790032932,0.5075088339222615,0.1162776741893311,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
I Know Places,1.0,-1.1978205356332485,0.5489296636085627,0.765625,-2.93978797720383,0.7798728662238412,0.6591236843426915,0.5053003533568905,0.10559591932960413,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Superstar (Taylor’s Version),0.37777777777777777,-1.5015167933611822,0.32262996941896027,0.5252403846153847,-1.474716528119833,0.6585243911149203,0.7444808758851763,0.14752650176678445,0.25167491802224656,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
long story short,0.24444444444444444,-0.39588744387269803,0.46330275229357804,0.7355769230769231,-4.8745396992413355,0.5861009927862295,0.6442720926394938,0.5914310954063604,0.14891875093765403,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Red,0.022222222222222223,-1.924107919617999,0.5489296636085627,0.935096153846154,-5.128535410712375,0.8315834583244055,0.4081030858307205,0.6665194346289753,0.15943333547654256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Everything Has Changed,0.28888888888888886,-0.9083396421471781,0.5825688073394495,0.4086538461538462,-1.7113340236319785,0.65388186558103,0.08552220922807596,0.44015017667844525,0.20895647142030477,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
epiphany - the long pond studio sessions,0.26666666666666666,-0.08684123852982582,0.42966360856269115,0.09855769230769233,-6.3731317349487915,0.20755660309977864,0.18491307872778545,0.08348056537102475,0.27528236781757004,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
it’s time to go - bonus track,0.35555555555555557,-0.21621242048332212,0.5336391437308868,0.35096153846153844,-5.172059981528738,0.2488393686165274,0.6014248918416691,0.418065371024735,0.23190381276924066,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
High Infidelity,0.35555555555555557,-0.30846298854958687,0.4908256880733944,0.513221153846154,-5.270542792947723,0.4099707163774016,0.7747580338501495,0.8045494699646644,0.18225637068947043,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Maroon,0.022222222222222223,-2.0825910116274917,0.6024464831804281,0.33653846153846156,-4.7310918089955845,0.5439611456324548,0.28682943628523666,0.0,0.15395529265522195,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
mirrorball,0.1111111111111111,-0.3593485834553913,0.47400611620795113,0.3545673076923077,-7.024902754549516,0.4194700378544389,0.30140839007311,0.37720848056537104,0.13403844917379285,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Message In A Bottle (Taylor's Version) (From The Vault),0.5333333333333333,-3.28314975236572,0.5795107033639143,0.8088942307692308,-5.499504657204282,0.7002356974501822,0.3430789430258504,0.504196113074205,0.1704365717224973,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"You're On Your Own, Kid",0.08888888888888889,-0.7926447081829779,0.6896024464831804,0.3149038461538462,-3.962380546327619,0.4001857010213556,0.3727032049304414,0.37389575971731454,0.10238110546732676,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Fifteen (Taylor’s Version),0.022222222222222223,-1.6906576007118348,0.48318042813455664,0.6346153846153847,-1.6051009470545492,0.8070852081994144,0.1963638711714103,0.2778268551236749,0.3171585331875951,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the last great american dynasty,0.044444444444444446,-0.6724484804449555,0.6804281345565748,0.6430288461538463,-4.554767995739565,0.5251053496178845,0.5732140422875757,0.732773851590106,0.18123834629974925,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Holy Ground,0.2222222222222222,-2.641141119169098,0.5871559633027523,0.8389423076923077,-4.897996603022825,0.6579530033569031,0.6381592635906413,0.6742491166077739,0.11877022653721685,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
mad woman,0.24444444444444444,-0.40277893518073676,0.5336391437308868,0.6983173076923077,-4.2982604858573765,0.49389329333619036,0.5296278492455821,0.5174469964664311,0.1946505497331705,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Shake It Off,0.1111111111111111,-2.0933785043464885,0.617737003058104,0.8016826923076924,-3.460950253564916,0.7496607385186773,0.6594824184418024,1.0,0.15594847724983388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Would've, Could've, Should've",0.4,-0.7561054699276117,0.36544342507645255,0.8641826923076923,-4.041507329179165,0.6720234268980787,0.6447384469683382,0.5483657243816256,0.24416511283996659,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Paris,0.3333333333333333,-1.711730478736377,0.6987767584097858,0.46995192307692313,-3.695847222225931,0.3830440682808371,0.30743512293817576,0.3396643109540636,0.10677897083092225,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Untouchable (Taylor’s Version),0.3111111111111111,-2.5984681691877936,0.22935779816513763,0.49639423076923084,-3.0807892369065843,0.6998071566316691,0.949167378155963,0.2060512367491166,0.35506761825157,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Change (Taylor’s Version),0.26666666666666666,-3.68840336863967,0.39143730886850153,0.8377403846153846,-2.8952495287624096,0.8461538461538463,0.20018797666793417,0.3385600706713781,0.28488180201033025,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"no body, no crime (feat. HAIM)",0.1111111111111111,-0.7887390581150133,0.46330275229357804,0.5949519230769231,-4.658950069774897,0.594314691807728,0.07833317788189043,0.549469964664311,0.1482886474206477,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Look What You Made Me Do,0.1111111111111111,-1.3266560242172902,0.7996941896024465,0.7103365384615384,-3.962380546327619,0.6741661309906436,0.4302872025197482,0.5174469964664311,0.14020231895239935,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Labyrinth,0.2,-0.21266234197866832,0.382262996941896,0.22836538461538464,-4.041507329179165,0.030069280765659553,0.30059047632713676,0.10225265017667845,0.2175914614543818,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
State Of Grace,0.35555555555555557,-3.693380075557416,0.5321100917431192,0.8533653846153846,-5.26598244919488,0.7153060495678881,0.4438617008301106,0.3816254416961131,0.31994684841081045,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Cruel Summer,0.022222222222222223,-1.685476443280644,0.47247706422018354,0.7019230769230769,-4.5889755221635085,0.7287336618812942,0.7310785699423873,0.5814929328621908,0.06856126363616877,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tell Me Why,0.15555555555555556,-2.084376845363381,0.5519877675840978,0.8858173076923077,-1.474716528119833,0.9151489179344333,0.2286068919995121,0.5218639575971732,0.11596905205855247,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Sweet Nothing,0.24444444444444444,-0.03650660552981902,0.14373088685015295,0.045673076923076934,-4.268180349116596,0.0707806585243911,0.7788691266259622,0.3893551236749117,0.09014338069825759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Mean - Live/2011,0.06666666666666667,-1.5139791120123294,0.2844036697247706,0.9579326923076924,-0.40791972717153013,0.8240125705306763,0.686294205009363,0.4357332155477032,0.2141859019696093,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
You Belong With Me,0.1111111111111111,-1.4811453215086388,0.6788990825688074,0.7992788461538463,-4.2982604858573765,0.8192271980572816,0.4438760501940751,0.44787985865724383,0.1815233931288712,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
22,0.15555555555555556,-3.2117410473515475,0.6376146788990826,0.7391826923076923,-8.243263432763808,0.6675237483036927,0.2576571793455255,0.7095848056537103,0.1836387406502497,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Out Of The Woods,0.06666666666666667,-3.4116710902279923,0.47247706422018354,0.8701923076923077,-1.507379087096281,0.6408113706163847,0.17143185128319188,0.33745583038869265,0.19152575065903688,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Mine - Live/2011,0.022222222222222223,-3.232739605292248,0.38685015290519875,0.8822115384615384,-0.7022975421251395,0.7953003356903079,0.37933978576399596,0.4467756183745583,0.24184616044064383,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
I Think He Knows,0.1111111111111111,-2.853721639900906,1.0,0.2980769230769231,-6.143715861867439,0.5628883651167774,0.22891540332474763,0.418065371024735,0.057759489058916806,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
this is me trying,0.17777777777777778,-1.0141822042230924,0.41590214067278286,0.43028846153846156,-3.048450359605594,0.43332619098635816,0.48636451689278865,0.41364840989399293,0.10429070490151955,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
cardigan,0.022222222222222223,-0.5784984880336379,0.5657492354740061,0.5564903846153846,-2.113000931702935,0.5229626455253197,0.4443711032508483,0.5671378091872792,0.1995842174071455,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Wildest Dreams,0.022222222222222223,-1.9840050766250634,0.46941896024464835,0.6850961538461539,-4.554767995739565,0.6066709520748518,0.5158596345216999,0.47217314487632517,0.15860605670931655,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
State Of Grace - Acoustic,0.4666666666666667,-0.3904029563902728,0.5856269113149847,0.0,-3.936659197019867,0.0,0.26905057433329266,0.03401060070671377,0.3785850532587497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Change,0.5333333333333333,-3.0818440481335685,0.45871559633027525,0.7752403846153847,-4.3910432849941055,0.8359402899792873,0.20023819944180976,0.21709363957597175,0.2885123984654622,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Soon You’ll Get Better (feat. The Chicks),0.24444444444444444,-0.09650259530439845,0.290519877675841,0.07692307692307693,-4.041507329179165,0.23884008285122488,1.0,0.42358657243816256,0.11819798966973148,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
You Are In Love (Taylor's Version),0.3111111111111111,-0.46814824350819495,0.44954128440366975,0.453125,-4.359682240480892,0.4638240125705307,0.12090056608240837,0.5019876325088339,0.25922758738935686,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
gold rush,0.044444444444444446,-0.18231199374242935,0.41131498470948014,0.4134615384615385,-4.095963363663182,0.38704378258695815,0.31534879716456565,0.3484982332155477,0.0833365481471956,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Girl At Home (Taylor's Version),0.4,-2.8298979908671273,0.6850152905198775,0.7427884615384616,-4.7310918089955845,0.6382401257053067,0.40889947553074707,0.6344964664310955,0.15877751344863802,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
invisible string,0.2222222222222222,-0.14930613734558942,0.6238532110091743,0.4098557692307693,-4.5889755221635085,0.3415470323548318,0.11018876588295225,0.4600265017667845,0.22813176450416855,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Red,0.022222222222222223,-1.924107919617999,0.5489296636085627,0.935096153846154,-5.128535410712375,0.8315834583244055,0.4081030858307205,0.6665194346289753,0.15943333547654256,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
If This Was A Movie,0.3333333333333333,-1.465191777648494,0.40978593272171254,0.7223557692307693,-1.4909346428280223,0.8894364688236555,0.5722167614920468,0.2778268551236749,0.18883816627017297,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Delicate,0.08888888888888889,-1.2870389311891515,0.7752293577981652,0.34375000000000006,-5.124224264638877,0.4093993286193843,0.19334333005689525,0.013803003533568902,0.1839237874793716,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),0.35555555555555557,-2.6364742588584815,0.46483180428134563,0.8858173076923077,-3.543101195031765,0.80065709592172,0.4518327725123584,0.2700971731448763,0.2572494052594355,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Snow On The Beach (feat. Lana Del Rey),0.06666666666666667,-0.355356921736657,0.6422018348623854,0.2415865384615385,-4.209235220060585,0.17348760802799804,0.3003321877757768,0.17181978798586575,0.23508433528365383,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
You're Not Sorry,0.17777777777777778,-1.5481451577821437,0.35474006116207946,0.4014423076923077,-4.487850364552571,0.8410827798014427,0.4725389047130486,0.2634717314487633,0.2472191860091301,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Bette Davis Eyes - Live/2011,0.2222222222222222,-0.32518728790428764,0.1284403669724771,0.4447115384615385,-0.18727788269390577,0.47303764016855937,0.2608929609195072,0.35954063604240283,0.0915364667052444,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
This Love,0.2222222222222222,-0.4307541759060859,0.35474006116207946,0.4098557692307693,-4.7310918089955845,0.5101064209699308,0.5444937903127444,0.05013250883392226,0.22215864034805718,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),0.6444444444444445,-1.116351672659249,0.5932721712538226,0.48076923076923084,-5.261430246794227,0.5098921505606742,0.17883612308884408,0.18507067137809186,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Treacherous - Original Demo Recording,0.4222222222222222,-1.4303438714537355,0.8944954128440366,0.6274038461538463,-4.782940194923406,0.5472466252410543,0.30059047632713676,0.5318021201413428,0.1999271308857884,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"""Slut!"" (Taylor's Version) (From The Vault)",0.35555555555555557,-0.9416545406152325,0.5902140672782874,0.3545673076923077,-6.949905318340313,0.1951289193629026,0.07092890607623824,0.2965989399293286,0.07275123770333697,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Enchanted,0.5111111111111111,-1.9649704398779435,0.4464831804281346,0.6105769230769231,-3.2700240779371534,0.8581529890722092,0.09948414036547829,0.19942579505300354,0.4432521057030798,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
tolerate it,0.08888888888888889,-0.12814119154643872,0.11162079510703365,0.2920673076923077,-5.669354881607398,0.39490036425969577,0.04918244498812592,0.20273851590106007,0.21218628774727277,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Speak Now - Live/2011,0.15555555555555556,-2.028633414106214,0.5688073394495412,0.6923076923076923,-0.1965960760832511,0.7613027640882793,0.36432317637520717,0.370583038869258,0.21798581195482114,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),0.5555555555555556,-1.4612494200436736,0.22629969418960247,0.7175480769230769,-2.8661960909426765,0.8137990143561175,0.5851455384240093,0.4810070671378092,0.2971988255213357,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Last Time,0.2,-2.320437167233703,0.40061162079510704,0.39062500000000006,-5.081517829414464,0.6335976001714164,0.18634084044224744,0.09452296819787986,0.32546132578923687,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Forever Winter (Taylor's Version) (From The Vault),0.5777777777777777,-1.1660914383470427,0.5626911314984709,0.5216346153846154,-3.765120333303243,0.7200914220412828,0.3437748871781258,0.4114399293286219,0.25096337255406254,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Mine,0.3111111111111111,-3.16831726293819,0.5779816513761468,0.794471153846154,-2.8095590171345113,0.926148132276266,0.3798061400928404,0.6985424028268552,0.1830943655029041,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
I Knew You Were Trouble.,0.06666666666666667,-3.0587936984391675,0.5795107033639143,0.421875,-9.278144496368293,0.650810656381687,0.06401251264537706,0.7084805653710249,0.15331875951049104,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Treacherous (Taylor's Version),0.044444444444444446,-2.32829067002864,0.6146788990825688,0.5709134615384616,-3.8613669703238536,0.6716663095493179,0.30052590418929676,0.28886925795053003,0.20635675861034314,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
22,0.1111111111111111,-3.2519243947813172,0.6345565749235474,0.734375,-5.919621254928882,0.6677380187129491,0.25764282998156113,0.6963339222614842,0.17938018388735297,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Bejeweled,0.17777777777777778,-2.0083531176799703,0.6987767584097858,0.5192307692307693,-5.128535410712375,0.48425112491964856,0.6880950501869003,0.41364840989399293,0.10229323388842451,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),0.4888888888888889,-0.19739478183294076,0.555045871559633,0.3112980769230769,-3.3440554495796793,0.4610384972501964,0.24295625596395437,0.4511925795053004,0.24084528172485484,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
betty - the long pond studio sessions,0.28888888888888886,-0.16969018423841092,0.45107033639143734,0.23798076923076925,-4.151851756114041,0.45782444111134923,0.19789925311560572,0.5306978798586574,0.30777341991898677,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
London Boy,0.2222222222222222,-2.4744443347018663,0.6911314984709479,0.7115384615384616,-3.788755296824758,0.6621669880722806,0.6444873330989604,0.5737632508833923,0.09388113761546542,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Labyrinth,0.2,-0.2281199810539493,0.3730886850152905,0.23437500000000003,-4.014797838558106,0.03399757160202849,0.30092051169831896,0.11439929328621906,0.2175914614543818,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
The Lucky One,0.26666666666666666,-2.29373640216382,0.7079510703363914,0.45793269230769235,-3.8126710319250057,0.5881722734090422,0.3575861499939015,0.5605123674911662,0.20081227630253545,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
New Romantics,0.3333333333333333,-3.0532507744696966,0.5963302752293578,0.9266826923076924,-6.5270641326949965,0.717091636311692,0.3864211968804483,0.603577738515901,0.18009387256477855,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Red (Taylor's Version),0.022222222222222223,-3.4021921306301315,0.41743119266055045,0.7920673076923078,-5.867713027451309,0.7858010142132704,0.4085981388874938,0.4092314487632509,0.16429199082706444,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
happiness,0.13333333333333333,-0.13700960806923929,0.48318042813455664,0.25961538461538464,-4.2982604858573765,0.3697593029069352,0.3873036827642614,0.19169611307420492,0.36158083113654393,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
coney island (feat. The National),0.17777777777777778,-0.1950624560174039,0.44954128440366975,0.5036057692307693,-3.5855342340981533,0.3316905935290337,0.28553799352843684,0.28113957597173145,0.27622537988383805,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
exile (feat. Bon Iver),0.06666666666666667,-0.264547782142837,0.10244648318042814,0.3076923076923077,-4.422851249675016,0.5318191557745875,0.056256681422595996,0.13537985865724383,0.2983432992563064,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Fifteen,0.28888888888888886,-1.9649704398779435,0.46941896024464835,0.6129807692307693,-3.6732831804813193,0.8194414684665381,0.19389578056952628,0.19169611307420492,0.3190895647142031,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Red,0.06666666666666667,-1.9198655952448145,0.5535168195718654,0.9387019230769231,-5.124224264638877,0.8311549175058925,0.4081533086045961,0.6731448763250883,0.16429199082706444,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Welcome To New York,0.0,-2.2826464210782813,0.8409785932721713,0.6201923076923077,-1.704827618157573,0.7930147846582387,0.3510356653441336,0.6378091872791519,0.14180329625581345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Teardrops On My Guitar - Radio Single Remix,0.1111111111111111,-1.0166114261113806,0.5856269113149847,0.3713942307692308,-3.6732831804813193,0.6368830797800157,0.22859971731752993,0.24911660777385164,0.12488480250326837,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Everything Has Changed,0.28888888888888886,-0.9083396421471781,0.5825688073394495,0.4086538461538462,-1.7113340236319785,0.65388186558103,0.08552220922807596,0.44015017667844525,0.20895647142030477,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Don’t Blame Me,0.06666666666666667,-1.7444467248964326,0.5688073394495412,0.5000000000000001,-6.91713487091517,0.6564531104921076,0.4865869320342376,0.17181978798586575,0.19283953792408756,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
All Too Well (Taylor's Version),0.08888888888888889,-2.620475659403665,0.3012232415902141,0.4927884615384616,-2.2616771323493152,0.5786015284622527,0.8457156386543166,0.10446113074204948,0.39161576544718074,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Change,0.4,-3.048392523662023,0.4663608562691132,0.7668269230769231,-4.209235220060585,0.8381544175416041,0.2004677892652408,0.2060512367491166,0.2885123984654622,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
peace,0.3111111111111111,-0.08684123852982582,0.6131498470948012,0.19951923076923075,-5.132854004139338,0.2164845368187987,0.5881445554925778,0.32089222614840995,0.18766797402430402,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Dear John,0.08888888888888889,-1.465191777648494,0.529051987767584,0.4230769230769231,-4.359682240480892,0.7563745446753803,0.3679822641861399,0.07133392226148409,0.5518420883430851,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
invisible string,0.2222222222222222,-0.14930613734558942,0.6238532110091743,0.4098557692307693,-4.5889755221635085,0.3415470323548318,0.11018876588295225,0.4600265017667845,0.22813176450416855,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Stay Stay Stay (Taylor's Version),0.17777777777777778,-1.872790273838247,0.6880733944954127,0.6766826923076924,-5.828001922421825,0.6335976001714164,0.22903737291844536,0.6908127208480567,0.12719946848410812,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Back To December - Acoustic,0.37777777777777777,-0.280675124962691,0.4556574923547401,0.40264423076923084,-2.6379112968367093,0.6750232126276695,0.528487074810409,0.37500000000000006,0.31317430720761275,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
