name,album,track_number,acousticness,danceability,energy,liveness,loudness,tempo,valence,popularity,duration,taylors_version,performed_live,not_first_release,low_instrumentalness,medium_instrumentalness,spoken_section,Midnights,Lover,reputation,Red (Taylor's Version),folklore,Speak Now (Taylor's Version),Fearless (Taylor's Version),Live From Clear Channel Stripped 2008,Speak Now,Fearless,1989,Taylor Swift,1989 (Taylor's Version),Red,evermore,Speak Now World Tour Live,reputation Stadium Tour Surprise Song Playlist
the 1,folklore,0.0,-0.269122650803621,0.8165137614678899,0.28725961538461536,-4.661033879151223,0.6405256767373759,0.509767719303229,0.14863074204946997,0.79,0.2397215411128918,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
cardigan,folklore,0.7829994753508476,-0.5767752270438021,0.5657492354740061,0.5564903846153846,-2.160169994811973,0.5229626455253197,0.4398207653688014,0.5671378091872792,0.88,0.29504523635594876,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
the last great american dynasty,folklore,1.335679380127453,-0.6947080005488884,0.6773700305810398,0.653846153846154,-4.626192388265337,0.5288907935147489,0.566854375412758,0.7382950530035336,0.75,0.2788854849152373,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
exile (feat. Bon Iver),folklore,1.7774125794343936,-0.24347535345446064,0.08409785932721711,0.3149038461538462,-4.591858210388278,0.5345332476251696,0.05329460804851555,0.12654593639575973,0.8,0.3820145609534651,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
my tears ricochet,folklore,2.1515327684960113,-0.21008012151889563,0.32568807339449546,0.17427884615384617,-6.212083621563123,0.3771159202914077,0.43859225541645075,0.08127208480565372,0.79,0.32587542211475484,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
mirrorball,folklore,2.479318719827706,-0.3586953422360256,0.47400611620795113,0.3545673076923077,-7.385909337071438,0.4194700378544389,0.2983219832269335,0.37720848056537104,0.77,0.2373167375460811,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
seven,folklore,2.772997332782901,-0.10401411777596901,0.5397553516819571,0.4447115384615385,-5.344732417130482,0.36718805799585746,0.19051845960474648,0.4169611307420495,0.74,0.23718271788105477,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
august,folklore,3.0403220100313733,-0.575176940168466,0.44189602446483184,0.6069711538461539,-5.276399919033321,0.47868009427898006,0.1550905049672989,0.40371024734982336,0.87,0.33725576803649876,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
this is me trying,folklore,3.2865561462399002,-1.008683966839365,0.41590214067278286,0.43028846153846156,-3.138170642656408,0.43332619098635816,0.48138416855440586,0.41364840989399293,0.77,0.2111168368338893,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
illicit affairs,folklore,3.515456451645638,-0.1247540721709736,0.48318042813455664,0.23076923076923078,-4.73228840986601,0.39032926219555747,0.36747360123845163,0.46665194346289757,0.8,0.20319080058817648,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
invisible string,folklore,3.7298094704994864,-0.17297048826002612,0.6269113149847095,0.4014423076923077,-4.661033879151223,0.34047568030854936,0.10890421172978469,0.4556095406360424,0.76,0.32018808055525677,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
mad woman,folklore,3.9317461882290177,-0.40195540531142515,0.5336391437308868,0.6983173076923077,-4.459362304489769,0.49389329333619036,0.5242044865467508,0.5174469964664311,0.69,0.2906999790476299,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
epiphany,folklore,4.122937206008276,-0.3016319900421012,0.16972477064220182,0.1790865384615385,-5.596271321747785,0.1585601028497965,0.18549790159138194,0.08348056537102475,0.67,0.3897820387222453,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
betty,folklore,4.304719440836713,-0.480193206995468,0.5351681957186544,0.3112980769230769,-5.056731105210085,0.5106063852581959,0.19771198897891645,0.513030035335689,0.75,0.39878967029274814,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
peace,folklore,4.478181504542924,-0.08466861267281778,0.617737003058104,0.18509615384615388,-5.308066260377203,0.2145561031354903,0.581923150666449,0.33303886925795056,0.7,0.2845501752637451,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
hoax,folklore,4.6442230681944086,-0.03444547784324936,0.6406727828746178,0.07572115384615385,-3.918956289945192,0.060352831940575724,0.36018775608751535,0.43242049469964666,0.68,0.2582030416801158,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
I Forgot That You Existed,Lover,0.0,-1.0478255454373853,0.6437308868501529,0.23798076923076925,-5.84000836484774,0.3974716091707735,0.17595387051647127,0.5560954063604241,0.74,0.16495178123460424,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cruel Summer,Lover,0.7829994753508476,-1.6692799093811492,0.47247706422018354,0.7019230769230769,-4.768727314740275,0.7287336618812942,0.7235923619346545,0.5814929328621908,0.96,0.17964864196552108,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lover,Lover,1.335679380127453,-0.6511450924672919,0.17737003058103973,0.5108173076923078,-4.334096849697363,0.5948146560959932,0.0031032303420655423,0.458922261484099,0.9,0.2605889692377679,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Man,Lover,1.7774125794343936,-1.906618849050826,0.8165137614678899,0.6490384615384616,-5.3866027897067355,0.7655881722734091,0.29790301162468663,0.6576855123674912,0.84,0.2021752712954417,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Archer,Lover,2.1515327684960113,-1.6542557623290786,0.07492354740061159,0.548076923076923,-6.809215115830318,0.4667523748303693,0.39942196121317125,0.1420053003533569,0.81,0.24158837841868128,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I Think He Knows,Lover,2.479318719827706,-2.800170387364682,1.0,0.2980769230769231,-6.43440683204646,0.5628883651167774,0.2265713210387655,0.418065371024735,0.75,0.17013513334956673,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Miss Americana & The Heartbreak Prince,Lover,2.772997332782901,-2.3830948054945704,0.6406727828746178,0.7560096153846154,-3.7968129706924283,0.6416684522534105,0.5822356040647345,0.4964664310954064,0.81,0.28482576499746115,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paper Rings,Lover,3.0403220100313733,-2.6774288014449223,0.8685015290519879,0.7223557692307693,-6.256522170042887,0.6683094064709664,0.254805746302043,0.9138692579505301,0.82,0.2626540046397231,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cornelia Street,Lover,3.2865561462399002,-0.23985428521006089,0.8883792048929663,0.608173076923077,-4.959597190847647,0.44153989000785665,0.24083765915594976,0.23255300353356892,0.77,0.38509512564815507,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Death By A Thousand Cuts,Lover,3.515456451645638,-0.7180606955215022,0.7171253822629968,0.7379807692307693,-1.6400786082926442,0.6539532890507822,0.1844469219789662,0.30432862190812726,0.75,0.21760263358079782,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
London Boy,Lover,3.7298094704994864,-2.436225282642255,0.6911314984709479,0.7115384615384616,-3.918956289945192,0.6621669880722806,0.6378878150275882,0.5737632508833923,0.77,0.201948759185538,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Soon You’ll Get Better (feat. The Chicks),Lover,3.9317461882290177,-0.09645643781314638,0.290519877675841,0.07692307692307693,-4.186744914777582,0.23884008285122488,0.9897600499925436,0.42358657243816256,0.69,0.22336547917693056,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False God,Lover,4.122937206008276,-0.2953131238887002,0.7584097859327217,0.24278846153846156,-4.558019446678068,0.3605456753089065,0.0843127090419753,0.3462897526501767,0.76,0.22094935000462468,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
You Need To Calm Down,Lover,4.304719440836713,-2.7862364086261175,0.8073394495412844,0.6646634615384617,-7.014770234499692,0.7351617741589886,0.12021644499044885,0.7471289752650176,0.83,0.16631085389402636,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Afterglow,Lover,4.478181504542924,-1.6061397792750254,0.7844036697247706,0.3978365384615385,-4.459362304489769,0.5116777373044783,0.30474148031898646,0.39929328621908133,0.78,0.26433963225758966,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ME! (feat. Brendon Urie of Panic! At The Disco),Lover,4.6442230681944086,-2.3131946189625356,0.5611620795107033,0.8557692307692307,-4.334096849697363,0.8431540604242554,0.809999928987864,0.7625883392226148,0.78,0.20715853771332254,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
It’s Nice To Have A Friend,Lover,4.80359725341891,-0.029323117964911105,0.7553516819571865,0.06850961538461538,-3.138170642656408,0.428397971573459,0.013570419184638662,0.5605123674911662,0.69,0.12682224273415219,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Daylight,Lover,4.956941606873806,-0.20772847606383674,0.48012232415902145,0.45432692307692313,-6.070627986338387,0.4505392471966288,0.5814899766370072,0.2513250883392227,0.82,0.39677371251460536,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
...Ready For It?,reputation,0.0,-2.0979235513418146,0.5657492354740061,0.7764423076923077,-2.7474753825774076,0.6714520391400615,0.652729351446162,0.41916961130742053,0.84,0.2358236452216327,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
End Game,reputation,0.7829994753508476,-2.816055905015807,0.6207951070336392,0.5661057692307693,-4.661033879151223,0.6908792229126491,0.6460400082374077,0.1254416961130742,0.78,0.30498534277888834,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I Did Something Bad,reputation,1.335679380127453,-1.9706766046982542,0.6926605504587156,0.5817307692307693,-6.566157854301265,0.6966645239625743,0.10575127289253738,0.2954946996466431,0.79,0.2925781419589145,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Don’t Blame Me,reputation,1.7774125794343936,-1.726990207284772,0.5688073394495412,0.5000000000000001,-7.269279359688982,0.6564531104921076,0.4816043061759254,0.17181978798586575,0.88,0.2891049562737249,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Delicate,reputation,2.1515327684960113,-1.2779593131799318,0.7752293577981652,0.34375000000000006,-5.3401210084086586,0.4093993286193843,0.19136350402283753,0.013803003533568902,0.84,0.2812525364637307,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Look What You Made Me Do,reputation,2.479318719827706,-1.3169724868653363,0.7996941896024465,0.7103365384615384,-4.10284769648766,0.6741661309906436,0.42588108307709777,0.5174469964664311,0.84,0.2427454777801059,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
So It Goes...,reputation,2.772997332782901,-1.6443965753402165,0.5061162079510703,0.5913461538461539,-3.9958273541343408,0.6161702735518891,0.04871432527819003,0.3716872791519435,0.73,0.2730471352824701,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gorgeous,reputation,3.0403220100313733,-1.9452227102256705,0.8516819571865444,0.5012019230769231,-2.545685152849354,0.6589529319334333,0.16993204138587287,0.45671378091872794,0.8,0.23864372098993347,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Getaway Car,reputation,3.2865561462399002,-2.988886171734142,0.4877675840978594,0.6862980769230769,-5.448276825913778,0.6545961002785515,0.7382208619453063,0.3462897526501767,0.84,0.28384421252121195,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
King Of My Heart,reputation,3.515456451645638,-2.802657299276117,0.6605504587155964,0.703125,-9.962413737258295,0.5719591457753017,0.29763316550798535,0.3054328621908127,0.76,0.24740218923954227,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dancing With Our Hands Tied,reputation,3.7298094704994864,-2.0304291058798247,0.5825688073394495,0.688701923076923,-3.7968129706924283,0.658810084993929,0.6527932623685387,0.27230565371024734,0.75,0.24209048026230104,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dress,reputation,3.9317461882290177,-2.3145114082560965,0.7278287461773699,0.421875,-3.172160327251246,0.5083922576958789,0.3691778925018285,0.05267226148409893,0.79,0.2777038467419065,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
This Is Why We Can't Have Nice Things,reputation,4.122937206008276,-2.6103296555688633,0.49541284403669716,0.8064903846153847,-1.3014674416479894,0.7088065138204414,0.6807436390879201,0.4423586572438163,0.74,0.23383600145722797,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Call It What You Want,reputation,4.304719440836713,-1.3788793797708296,0.5428134556574923,0.4639423076923077,-1.5161004179336506,0.4311120634240411,0.6807010318063357,0.23696996466431097,0.78,0.22698967293538935,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
New Year’s Day,reputation,4.478181504542924,-0.08147227855136117,0.6391437308868502,0.03966346153846154,-3.9958273541343408,0.21755588886508104,0.19049005475035682,0.2126766784452297,0.74,0.2873173982064017,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
All Too Well,reputation Stadium Tour Surprise Song Playlist,0.0,-2.1754192984158554,0.5489296636085627,0.5853365384615384,-4.048669163642159,0.5790300692807656,0.17727469624558842,0.30764134275618377,0.38,0.46417427841736003,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Wildest Dreams,reputation Stadium Tour Surprise Song Playlist,0.7829994753508476,-1.960832944978868,0.46941896024464835,0.6850961538461539,-4.73228840986601,0.6066709520748518,0.510577257653333,0.47217314487632517,0.41,0.2589543068446297,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Best Day,reputation Stadium Tour Surprise Song Playlist,1.335679380127453,-0.4241867289366131,0.6513761467889909,0.3966346153846154,-3.371277315350299,0.5245339618598671,0.41166445345509545,0.3816254416961131,0.33,0.30777899213436705,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Red,reputation Stadium Tour Surprise Song Playlist,1.7774125794343936,-1.898320642098816,0.5535168195718654,0.9387019230769231,-5.3401210084086586,0.8311549175058925,0.4039738391291071,0.6731448763250883,0.36,0.2639621120744168,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Holy Ground,reputation Stadium Tour Surprise Song Playlist,2.1515327684960113,-2.5966292445932644,0.5871559633027523,0.8389423076923077,-5.10253749252468,0.6579530033569031,0.631624544634678,0.6742491166077739,0.33,0.22595904283532764,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Teardrops On My Guitar - Radio Single Remix,reputation Stadium Tour Surprise Song Playlist,2.479318719827706,-1.0110856172455454,0.5856269113149847,0.3713942307692308,-3.7968129706924283,0.6368830797800157,0.22625886764047978,0.24911660777385164,0.36,0.22925479403442608,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Our Song,reputation Stadium Tour Surprise Song Playlist,2.772997332782901,-1.6845979185455509,0.46177370030581044,0.655048076923077,-1.627714408606589,0.7756588815084636,0.7805369937722356,0.5825971731448764,0.41,0.2268650912749423,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
22,reputation Stadium Tour Surprise Song Playlist,3.0403220100313733,-3.139935709764569,0.6376146788990826,0.7391826923076923,-8.709181263111814,0.6675237483036927,0.25501878270996514,0.7095848056537103,0.38,0.2810014855419209,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
I Knew You Were Trouble.,reputation Stadium Tour Surprise Song Playlist,3.2865561462399002,-2.9825852572729312,0.44801223241590216,0.4158653846153847,-10.613589440183517,0.653453324762517,0.06548029058166042,0.6930212014134276,0.39,0.25759523418520763,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
I Don’t Wanna Live Forever (Fifty Shades Darker),reputation Stadium Tour Surprise Song Playlist,3.515456451645638,-2.0455976889298118,0.746177370030581,0.3930288461538462,-3.7499169371438428,0.535104635383187,0.3541588257433195,0.07575088339222615,0.83,0.3093910033165148,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Mean,reputation Stadium Tour Surprise Song Playlist,3.7298094704994864,-0.7235213630673788,0.5091743119266054,0.764423076923077,-2.4314526490593824,0.8519391472037713,0.6802181492817121,0.8310512367491167,0.36,0.29340868636189466,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
How You Get The Girl,reputation Stadium Tour Surprise Song Playlist,3.9317461882290177,-3.0527599044222926,0.7981651376146789,0.6466346153846154,-5.308066260377203,0.6998071566316691,0.368552985705257,0.5605123674911662,0.34,0.31009507845813206,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
So It Goes...,reputation Stadium Tour Surprise Song Playlist,4.122937206008276,-1.6443965753402165,0.5061162079510703,0.5913461538461539,-3.9958273541343408,0.6161702735518891,0.04871432527819003,0.3716872791519435,0.56,0.2730471352824701,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Fifteen,reputation Stadium Tour Surprise Song Playlist,4.304719440836713,-1.9422888204844415,0.46941896024464835,0.6129807692307693,-3.7968129706924283,0.8194414684665381,0.1919102974698376,0.19169611307420492,0.32,0.4002978634245234,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Mine,reputation Stadium Tour Surprise Song Playlist,4.478181504542924,-3.098956670417076,0.5779816513761468,0.794471153846154,-2.8874386306852533,0.926148132276266,0.37591694420576477,0.6985424028268552,0.4,0.2805220349092914,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Sparks Fly,reputation Stadium Tour Surprise Song Playlist,4.6442230681944086,-2.2164326463843107,0.5611620795107033,0.7980769230769231,-3.3334509431147037,0.9235054638954361,0.33290489344629,0.39929328621908133,0.34,0.339139593750531,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
State Of Grace,reputation Stadium Tour Surprise Song Playlist,4.80359725341891,-3.588844942748462,0.5321100917431192,0.8533653846153846,-5.491826479784506,0.7153060495678881,0.43931657920338574,0.3816254416961131,0.31,0.40105290379086905,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Haunted,reputation Stadium Tour Surprise Song Playlist,4.956941606873806,-1.9947379093241773,0.2874617737003058,0.9987980769230769,-7.225478994196295,0.9490750660667095,0.6669104750001774,0.3672703180212014,0.33,0.30609336451650054,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Never Grow Up,reputation Stadium Tour Surprise Song Playlist,5.104801190058976,-0.1890718655781023,0.720183486238532,0.2295673076923077,-3.844808343336771,0.5058210127848012,0.40332762869174343,0.5605123674911662,0.31,0.39576762122644993,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Treacherous,reputation Stadium Tour Surprise Song Playlist,5.247646096965831,-1.7547282811044262,0.7048929663608562,0.6045673076923077,-3.7499169371438428,0.5588172273409042,0.2975266473040243,0.39487632508833925,0.3,0.30108555928671343,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Babe,reputation Stadium Tour Surprise Song Playlist,5.385884953041019,-2.47895261835303,0.510703363914373,0.8004807692307693,-4.130455561765091,0.9030783515463182,0.7363532427691891,0.6687279151943464,0.33,0.24888584355941135,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Welcome To New York,reputation Stadium Tour Surprise Song Playlist,5.519875463087212,-2.2899922588391783,0.8348623853211009,0.6201923076923077,-1.7504184256397937,0.7962288407970859,0.34721383884505863,0.6852915194346291,0.33,0.2441555156642562,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Fearless,reputation Stadium Tour Surprise Song Playlist,5.649932756845103,-2.2544490109572526,0.5504587155963302,0.7211538461538461,-1.7169530021574735,0.8220127133776159,0.22770751521435012,0.43242049469964666,0.33,0.3014876182817925,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Enchanted,reputation Stadium Tour Surprise Song Playlist,5.776336066992325,-1.9422888204844415,0.4464831804281346,0.6105769230769231,-3.371277315350299,0.8581529890722092,0.09846542774160102,0.19942579505300354,0.43,0.5096522472832705,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Change,reputation Stadium Tour Surprise Song Playlist,5.899334127761655,-3.017150388287211,0.45871559633027525,0.7752403846153847,-4.558019446678068,0.8359402899792873,0.19818777028994256,0.21709363957597175,0.29,0.3733674611578922,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Ours,reputation Stadium Tour Surprise Song Playlist,6.019149580216679,-0.6911590057011028,0.5611620795107033,0.5312500000000001,-5.536094899532136,0.6083851153489037,0.6514653354258241,0.21046819787985865,0.33,0.29464128975995385,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Out Of The Woods,reputation Stadium Tour Surprise Song Playlist,6.135982597814073,-3.3859804575602754,0.47400611620795113,0.8689903846153846,-1.5105025780493342,0.6408827940861367,0.16979711832752215,0.33193462897526504,0.35,0.2879478569123003,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Come Back...Be Here,reputation Stadium Tour Surprise Song Playlist,6.250013893787249,-2.985435523780478,0.36697247706422015,0.5168269230769231,-4.971534246912999,0.6870223555460324,0.08400025564368954,0.19832155477031801,0.31,0.2655231580318363,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A Place in this World,reputation Stadium Tour Surprise Song Playlist,6.361407233889396,-2.0533143143398704,0.5045871559633027,0.780048076923077,-1.5913492993998268,0.9271480608527962,0.33295460194147175,0.4423586572438163,0.31,0.22429795402936736,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
This Love,reputation Stadium Tour Surprise Song Playlist,6.47031154996836,-0.3707056682329064,0.36391437308868496,0.3810096153846154,-5.262945641052716,0.5081779872866224,0.53864835500387,0.07685512367491167,0.31,0.3149273368027438,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Lucky One,reputation Stadium Tour Surprise Song Playlist,6.5768627288729276,-2.284959804182083,0.7079510703363914,0.4651442307692308,-3.9958273541343408,0.5907435183201201,0.35391028326741036,0.5781802120141344,0.3,0.29637788260254866,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Invisible,reputation Stadium Tour Surprise Song Playlist,6.681185135347935,-0.5405693462349728,0.5596330275229358,0.3185096153846154,-3.242107792757485,0.7269480751374903,0.19818066907634513,0.2060512367491166,0.31,0.23141987228492208,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Breathe,reputation Stadium Tour Surprise Song Playlist,6.783392915488979,-0.7893506995906509,0.30428134556574926,0.43509615384615385,-4.022084537206553,0.6074566102421255,0.0408461806122667,0.1431095406360424,0.34,0.3429638732060714,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Better Man,reputation Stadium Tour Surprise Song Playlist,6.883591118019723,-1.6395127000536867,0.39602446483180426,0.8713942307692308,-5.064997992815462,0.8757945861009928,0.5386057477222856,0.5185512367491166,0.34,0.3404477011852247,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Jump Then Fall,reputation Stadium Tour Surprise Song Playlist,6.981876663424713,-1.6897715657583607,0.5718654434250764,0.6983173076923077,-6.269342213933283,0.7283765445325334,0.08457545394507927,0.861969964664311,0.29,0.2922761258123762,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Begin Again,reputation Stadium Tour Surprise Song Playlist,7.07833918530858,-1.333740838215015,0.43883792048929665,0.4903846153846154,-3.7499169371438428,0.540032854796086,0.07760206219242875,0.31537102473498235,0.3,0.29479229783322297,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Tied Together with a Smile,reputation Stadium Tour Surprise Song Playlist,7.173061763884496,-0.602658882817069,0.36085626911314983,0.5156250000000001,-6.347442122301536,0.7829440754231841,0.5542497212773662,0.2215106007067138,0.31,0.31704144982851146,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Story Of Us,reputation Stadium Tour Surprise Song Playlist,7.266121567943998,-2.9397911033822592,0.46483180428134563,0.8293269230769232,-7.450415311939736,0.8770802085565318,0.5099452496431639,0.6764575971731449,0.32,0.34807360888531513,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Forever & Always,reputation Stadium Tour Surprise Song Playlist,7.357590418818941,-1.879996810561888,0.5565749235474006,0.8545673076923077,-2.6184301337759917,0.7778015856010285,0.4257887673003315,0.5329063604240283,0.3,0.27000243500518156,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Hey Stephen,reputation Stadium Tour Surprise Song Playlist,7.447535287558718,-1.3612446108070932,0.9174311926605504,0.5084134615384616,-4.661033879151223,0.6105992429112206,0.34017653617003146,0.8840547703180213,0.29,0.3261528994493869,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Speak Now,reputation Stadium Tour Surprise Song Playlist,7.5360187346926315,-1.7655409657801304,0.7171253822629968,0.5829326923076923,-4.881455322472328,0.868295121777016,0.3613736587582818,0.7471289752650176,0.31,0.30219169342340974,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Wonderland,reputation Stadium Tour Surprise Song Playlist,7.623099300437641,-2.130119662482183,0.2737003058103975,0.6899038461538461,-3.0399054601291016,0.747303764016856,0.8231513765702558,0.1762367491166078,0.34,0.30637084185113256,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
