name,album,track_number,acousticness,danceability,energy,liveness,loudness,tempo,valence,popularity,duration,taylors_version,performed_live,not_first_release,low_instrumentalness,medium_instrumentalness,spoken_section,Midnights,Lover,reputation,Red (Taylor's Version),folklore,Speak Now (Taylor's Version),Fearless (Taylor's Version),Live From Clear Channel Stripped 2008,Speak Now,Fearless,1989,Taylor Swift,1989 (Taylor's Version),Red,evermore,Speak Now World Tour Live,reputation Stadium Tour Surprise Song Playlist
I Almost Do (Taylor's Version),Red (Taylor's Version),2.772997332782901,-2.585502068320677,0.40978593272171254,0.530048076923077,-4.491782465870124,0.6658810084993929,0.5523536972468593,0.23255300353356892,0.67,0.3045323185590811,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
We Are Never Ever Getting Back Together (Taylor's Version),Red (Taylor's Version),3.0403220100313733,-2.3305536948173518,0.49541284403669716,0.6826923076923078,-6.321181467886812,0.697878722948361,0.7379368134014103,0.7493374558303887,0.78,0.20743412744703865,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Stay Stay Stay (Taylor's Version),Red (Taylor's Version),3.2865561462399002,-1.8523937366787477,0.6880733944954127,0.6766826923076924,-6.094741810228043,0.6335976001714164,0.22669204166992135,0.6908127208480567,0.67,0.2312934030235592,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),Red (Taylor's Version),3.515456451645638,-2.2288392809315383,0.39602446483180426,0.5000000000000001,-5.052607809950597,0.7110920648525105,0.1842977964934207,0.12985865724381626,0.7,0.4073952428681719,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Holy Ground (Taylor's Version),Red (Taylor's Version),3.7298094704994864,-2.3713086484520205,0.5795107033639143,0.8305288461538463,-4.626192388265337,0.7347332333404757,0.6305664638086649,0.5229681978798587,0.67,0.22595904283532764,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Sad Beautiful Tragic (Taylor's Version),Red (Taylor's Version),3.9317461882290177,-0.4482730948208387,0.547400611620795,0.3461538461538462,-3.918956289945192,0.2916220269980716,0.440005396922334,0.2148851590106007,0.68,0.38038933656490626,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Lucky One (Taylor's Version),Red (Taylor's Version),4.122937206008276,-1.9853228032802246,0.6773700305810398,0.5444711538461539,-7.260473232573192,0.6265266766659525,0.3535836274419298,0.5527826855123675,0.66,0.29675540278572154,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),Red (Taylor's Version),4.304719440836713,-1.1176376875656182,0.38990825688073394,0.5913461538461539,-2.4314526490593824,0.7722305549603601,0.08394344593491035,0.4821113074204947,0.73,0.30611790332840677,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Starlight (Taylor's Version),Red (Taylor's Version),4.478181504542924,-3.0818074277704173,0.5886850152905199,0.6814903846153847,-2.9927455257410505,0.717520177130205,0.4112809879208356,0.6267667844522968,0.66,0.2589033416199014,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Begin Again (Taylor's Version),Red (Taylor's Version),4.6442230681944086,-1.9185441683430176,0.42201834862385323,0.49158653846153855,-3.9442694728417034,0.5883151203485466,0.07682092869671434,0.25353356890459366,0.69,0.2937352413203391,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Moment I Knew (Taylor's Version),Red (Taylor's Version),4.80359725341891,-2.1291491382432435,0.6009174311926605,0.3413461538461539,-4.696394981338159,0.5753160488536533,0.4108407126777966,0.1883833922261484,0.66,0.3813463502292492,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Come Back...Be Here (Taylor's Version),Red (Taylor's Version),4.956941606873806,-2.6057192991817795,0.3318042813455658,0.6177884615384616,-5.785170845754793,0.7055924576815943,0.08343215855589725,0.39929328621908133,0.7,0.26441513629422414,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Girl At Home (Taylor's Version),Red (Taylor's Version),5.104801190058976,-2.777420594609388,0.6850152905198775,0.7427884615384616,-4.920217026336219,0.6382401257053067,0.4047123653432371,0.6344964664310955,0.65,0.25910531491789884,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
State Of Grace (Acoustic Version) (Taylor's Version),Red (Taylor's Version),5.247646096965831,-0.39099325492690085,0.308868501529052,0.015625000000000014,-4.661033879151223,0.1522748375116063,1.0,0.0702296819787986,0.64,0.44997951953006293,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Ronan (Taylor's Version),Red (Taylor's Version),5.385884953041019,-0.39372438567779683,0.581039755351682,0.19350961538461542,-2.8020683560561417,0.3648310834940362,0.3404534835003302,0.37831272084805656,0.62,0.34165576577137763,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Better Man (Taylor's Version) (From The Vault),Red (Taylor's Version),5.519875463087212,-1.2843458415060491,0.3516819571865443,0.5540865384615384,-5.501601116084842,0.7203771159202914,0.04150659347682517,0.2402826855123675,0.7,0.40349357177508105,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Red (Taylor's Version),5.649932756845103,-0.19720015689981155,0.555045871559633,0.3112980769230769,-3.44927609098451,0.4610384972501964,0.2404683960488847,0.4511925795053004,0.74,0.3313853291881618,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Babe (Taylor’s Version) (From The Vault),Red (Taylor's Version),5.776336066992325,-2.087843595409697,0.5214067278287461,0.7512019230769231,-4.24451685105455,0.6310263552603387,0.7083247527002363,0.7824646643109541,0.7,0.26612719032491283,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Message In A Bottle (Taylor's Version) (From The Vault),Red (Taylor's Version),5.899334127761655,-3.207167949513239,0.5795107033639143,0.8088942307692308,-5.742062950650825,0.7002356974501822,0.33956583180065475,0.504196113074205,0.71,0.2693738639001988,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Red (Taylor's Version),6.019149580216679,-1.4493474276592555,0.22629969418960247,0.7175480769230769,-2.9468257019935384,0.8137990143561175,0.5791536773634613,0.4810070671378092,0.73,0.38101790766988886,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Forever Winter (Taylor's Version) (From The Vault),Red (Taylor's Version),6.135982597814073,-1.1587217949971538,0.5626911314984709,0.5216346153846154,-3.893945569014271,0.7200914220412828,0.3402546495196029,0.4114399293286219,0.66,0.3402966931119556,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),Red (Taylor's Version),6.250013893787249,-0.19720015689981155,0.5611620795107033,0.4447115384615385,-1.6843477722533156,0.6422398400114279,0.40435730466336695,0.44787985865724383,0.68,0.2963023785659142,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Very First Night (Taylor's Version) (From The Vault),Red (Taylor's Version),6.361407233889396,-3.3068836036596676,0.6651376146788991,0.7391826923076923,-4.805725300128922,0.7774444682522678,0.37573941386582965,0.6002650176678446,0.73,0.2209002723808122,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),6.47031154996836,-1.1096280705516475,0.5932721712538226,0.48076923076923084,-5.486952484182625,0.5098921505606742,0.177004850128887,0.18507067137809186,0.84,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Fearless (Taylor’s Version),Fearless (Taylor's Version),0.0,-2.6965420340556427,0.49847094801223235,0.748798076923077,-1.5560355544617215,0.7818727233769016,0.22738796060246694,0.4335247349823322,0.81,0.2988789538160685,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Fifteen (Taylor’s Version),Fearless (Taylor's Version),0.7829994753508476,-1.6743526040186116,0.48318042813455664,0.6346153846153847,-1.6338810654251725,0.8070852081994144,0.19435311494734447,0.2778268551236749,0.7,0.39859713499932997,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Love Story (Taylor’s Version),Fearless (Taylor's Version),1.335679380127453,-1.6061397792750254,0.5871559633027523,0.810096153846154,-5.662999614940213,0.8284408256553104,0.36185654128290523,0.4169611307420495,0.8,0.2878836784811608,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),1.7774125794343936,-1.726990207284772,0.8333333333333334,0.5444711538461539,-5.236244576251861,0.6981644168273695,0.34009842282045993,0.8387809187279153,0.68,0.3227816442136538,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
White Horse (Taylor’s Version),Fearless (Taylor's Version),2.1515327684960113,-0.8846807036031752,0.2752293577981651,0.47956730769230776,-3.0399054601291016,0.6094564673951862,0.8320136911398157,0.3628533568904594,0.71,0.28552228973541505,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2.479318719827706,-2.01478383752189,0.5948012232415902,0.7872596153846154,-5.4627146876890205,0.7895150346403829,0.4398207653688014,0.4821113074204947,0.84,0.2791214350297203,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Breathe (feat. Colbie Caillat) (Taylor’s Version),Fearless (Taylor's Version),2.772997332782901,-1.492958749940207,0.40214067278287463,0.6105769230769231,-2.377358168438607,0.7030926362402686,0.5676568125492646,0.31316254416961137,0.66,0.3400022273690808,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Tell Me Why (Taylor’s Version),Fearless (Taylor's Version),3.0403220100313733,-2.4771751656382572,0.5122324159021406,0.950721153846154,-1.5560355544617215,0.8742946932361975,0.22671334531071358,0.5560954063604241,0.65,0.22145711465099205,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
You’re Not Sorry (Taylor’s Version),Fearless (Taylor's Version),3.2865561462399002,-2.087843595409697,0.40214067278287463,0.39182692307692313,-4.186744914777582,0.7799442896935933,0.467089425582832,0.22482332155477033,0.67,0.3371047599632296,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Way I Loved You (Taylor’s Version),Fearless (Taylor's Version),3.515456451645638,-3.077283568845149,0.2431192660550459,0.7379807692307693,-4.661033879151223,0.8031569173630456,0.6599512856747218,0.4799028268551237,0.79,0.30179529723107823,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Forever & Always (Taylor’s Version),Fearless (Taylor's Version),3.7298094704994864,-2.4614441999351677,0.5428134556574923,0.844951923076923,-3.6815464323149425,0.8197271623455468,0.4255970345332017,0.7018551236749118,0.7,0.26818090012137275,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Best Day (Taylor’s Version),Fearless (Taylor's Version),3.9317461882290177,-0.658001038893924,0.6100917431192661,0.5504807692307692,-3.3522690435739566,0.527533747589458,0.4040803573330682,0.47659010600706714,0.64,0.3058611896038492,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Change (Taylor’s Version),Fearless (Taylor's Version),4.122937206008276,-3.584271270431036,0.39143730886850153,0.8377403846153846,-2.977303767040633,0.8461538461538463,0.1981380617947607,0.3385600706713781,0.63,0.37016986520641865,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Jump Then Fall (Taylor’s Version),Fearless (Taylor's Version),4.304719440836713,-2.14884856751952,0.5030581039755351,0.6875,-5.405427158608133,0.6934504678237269,0.6534110679515127,0.6477473498233216,0.66,0.2913077865425381,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Untouchable (Taylor’s Version),Fearless (Taylor's Version),4.478181504542924,-2.555630456703899,0.22935779816513763,0.49639423076923084,-3.172160327251246,0.6998071566316691,0.9394479516549376,0.2060512367491166,0.66,0.43198501999913186,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Forever & Always (Piano Version) (Taylor’s Version),Fearless (Taylor's Version),4.6442230681944086,-0.19487243739702204,0.46330275229357804,0.18629807692307696,-3.8206706348555906,0.47868009427898006,0.3597190759900867,0.25795053003533575,0.65,0.34841337705017067,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Come In With The Rain (Taylor’s Version),Fearless (Taylor's Version),4.80359725341891,-2.2209147270396716,0.35626911314984705,0.5360576923076923,-4.881455322472328,0.7308763659738591,0.5384992295183246,0.1431095406360424,0.63,0.29085098712089896,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Superstar (Taylor’s Version),Fearless (Taylor's Version),4.956941606873806,-1.4888998092969252,0.32262996941896027,0.5252403846153847,-1.4993852498874056,0.6585243911149203,0.7368574289346048,0.14752650176678445,0.62,0.34092337661602246,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Other Side Of The Door (Taylor’s Version),Fearless (Taylor's Version),5.104801190058976,-2.3845858922354104,0.2889908256880734,0.9074519230769231,-3.206799243484003,0.8244411113491893,0.6805732099615824,0.6532685512367492,0.67,0.2929367861329287,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Today Was A Fairytale (Taylor’s Version),Fearless (Taylor's Version),5.247646096965831,-2.6616600388674856,0.36544342507645255,0.794471153846154,-1.7917653604528139,0.7774444682522678,0.6395708026501729,0.32089222614840995,0.65,0.29931498962763303,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),5.385884953041019,-0.19836563101118992,0.5443425076452599,0.4519230769230769,-4.920217026336219,0.5928147989429328,0.5311423722314143,0.44456713780918733,0.63,0.2597074596100595,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),5.519875463087212,-1.4688930591235536,0.6376146788990826,0.8401442307692307,-6.778732190833732,0.68859367188058,0.48178183651586054,0.7471289752650176,0.74,0.36683258678717123,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
We Were Happy (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),5.649932756845103,-0.16046135250424312,0.5596330275229358,0.30649038461538464,-6.028905861007476,0.5064638240125705,0.2692070074775779,0.10225265017667845,0.65,0.30387165823852863,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),5.776336066992325,-1.2497606104792829,0.5275229357798165,0.5889423076923077,-5.29897943687573,0.6319548603671166,0.1569652253570135,0.5196554770318021,0.67,0.20054249650321934,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Don’t You (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),5.899334127761655,-0.6141720822496256,0.4892966360856268,0.4266826923076923,-4.626192388265337,0.3115491750589244,0.24028376449535224,0.4059187279151944,0.67,0.2366202128081273,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Bye Bye Baby (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),6.019149580216679,-0.9618216167091386,0.5825688073394495,0.608173076923077,-4.97952423605144,0.5749589315048926,0.08546310564475475,0.5406360424028269,0.65,0.29994733593444745,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
willow,evermore,0.0,-0.17869749189879064,0.22782874617737006,0.548076923076923,-3.6372265919314857,0.47960859938575817,0.0924222949702104,0.542844522968198,0.7,0.2481308031930657,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
champagne problems,evermore,0.7829994753508476,-0.08253684831300918,0.33486238532110096,0.1466346153846154,-4.491782465870124,0.2737661595600315,0.7330014699512145,0.31205830388692585,0.71,0.3034261844223848,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
gold rush,evermore,1.335679380127453,-0.18214616820092544,0.41131498470948014,0.4134615384615385,-4.24451685105455,0.38704378258695815,0.312119641246689,0.3484982332155477,0.68,0.19266176267948726,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
‘tis the damn season,evermore,1.7774125794343936,-0.29657429743590463,0.5076452599388378,0.37980769230769235,-4.768727314740275,0.5511749160774231,0.5526093409363659,0.34297703180212014,0.69,0.27669775545375097,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
tolerate it,evermore,2.1515327684960113,-0.12805961027227983,0.11162079510703365,0.2920673076923077,-5.924320300631908,0.39490036425969577,0.04867881921020304,0.20273851590106007,0.7,0.30614432974122885,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"no body, no crime (feat. HAIM)",evermore,2.479318719827706,-0.7854785227771572,0.46330275229357804,0.5949519230769231,-4.8432964446007345,0.594314691807728,0.07753105005645468,0.549469964664311,0.68,0.24986739603566058,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
happiness,evermore,2.772997332782901,-0.1369162805045584,0.48318042813455664,0.25961538461538464,-4.459362304489769,0.3697593029069352,0.38333771241505166,0.19169611307420492,0.67,0.43772143918244244,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
dorothea,evermore,3.0403220100313733,-0.3468032796526412,0.5535168195718654,0.4447115384615385,-4.022084537206553,0.5419612884793944,0.36833284808373745,0.3496024734982332,0.66,0.26922285582692973,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
coney island (feat. The National),evermore,3.2865561462399002,-0.19487243739702204,0.44954128440366975,0.5036057692307693,-3.7040798898058407,0.3316905935290337,0.28261409874947624,0.28113957597173145,0.67,0.36254584510724414,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ivy,evermore,3.515456451645638,-0.15368971241881255,0.41590214067278286,0.513221153846154,-5.294447858699285,0.47375187486608106,0.1474140930685054,0.549469964664311,0.67,0.33445834347918835,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
cowboy like me,evermore,3.7298094704994864,-0.2556222682910964,0.5519877675840978,0.47956730769230776,-4.186744914777582,0.4925362474108993,0.42514965807656524,0.5229681978798587,0.67,0.36201731685080224,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
long story short,evermore,3.9317461882290177,-0.39509229233851945,0.46330275229357804,0.7355769230769231,-5.073292063748602,0.5861009927862295,0.6376747786196661,0.5914310954063604,0.67,0.2504223507049246,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
marjorie,evermore,4.122937206008276,-0.1302680448459852,0.4464831804281346,0.5324519230769231,-4.427393639740495,0.3071923434040426,0.1988765880088907,0.2756183745583039,0.67,0.3294241118365792,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
closure,evermore,4.304719440836713,-0.1764035828453058,0.6819571865443425,0.704326923076923,-3.893945569014271,0.3640454253267624,0.5949893836856717,0.9746024734982334,0.64,0.18385232920515016,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
evermore (feat. Bon Iver),evermore,4.478181504542924,-0.06455673495977261,0.22477064220183487,0.18269230769230774,-4.558019446678068,0.3740447110920649,0.4053372721398087,0.31205830388692585,0.68,0.41688232507130424,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
right where you left me - bonus track,evermore,4.6442230681944086,-0.2544022193377956,0.5168195718654434,0.6021634615384616,-4.364770582581118,0.670380687093779,0.49579253094353815,0.6709363957597174,0.79,0.3053628629620612,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
it’s time to go - bonus track,evermore,4.80359725341891,-0.21597857892727193,0.5336391437308868,0.35096153846153844,-5.3912963404205,0.2488393686165274,0.5952663310159706,0.418065371024735,0.7,0.3235102581671773,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
willow,evermore,0.0,-0.17869749189879064,0.22782874617737006,0.548076923076923,-3.6372265919314857,0.47960859938575817,0.0924222949702104,0.542844522968198,0.81,0.2481308031930657,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
champagne problems,evermore,0.7829994753508476,-0.08253684831300918,0.33486238532110096,0.1466346153846154,-4.491782465870124,0.2737661595600315,0.7330014699512145,0.31205830388692585,0.8,0.3034261844223848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
gold rush,evermore,1.335679380127453,-0.18214616820092544,0.41131498470948014,0.4134615384615385,-4.24451685105455,0.38704378258695815,0.312119641246689,0.3484982332155477,0.71,0.19266176267948726,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
‘tis the damn season,evermore,1.7774125794343936,-0.29657429743590463,0.5076452599388378,0.37980769230769235,-4.768727314740275,0.5511749160774231,0.5526093409363659,0.34297703180212014,0.73,0.27669775545375097,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
tolerate it,evermore,2.1515327684960113,-0.12805961027227983,0.11162079510703365,0.2920673076923077,-5.924320300631908,0.39490036425969577,0.04867881921020304,0.20273851590106007,0.77,0.30614432974122885,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"no body, no crime (feat. HAIM)",evermore,2.479318719827706,-0.7854785227771572,0.46330275229357804,0.5949519230769231,-4.8432964446007345,0.594314691807728,0.07753105005645468,0.549469964664311,0.69,0.24986739603566058,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
happiness,evermore,2.772997332782901,-0.1369162805045584,0.48318042813455664,0.25961538461538464,-4.459362304489769,0.3697593029069352,0.38333771241505166,0.19169611307420492,0.67,0.43772143918244244,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
dorothea,evermore,3.0403220100313733,-0.3468032796526412,0.5535168195718654,0.4447115384615385,-4.022084537206553,0.5419612884793944,0.36833284808373745,0.3496024734982332,0.65,0.26922285582692973,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
coney island (feat. The National),evermore,3.2865561462399002,-0.19487243739702204,0.44954128440366975,0.5036057692307693,-3.7040798898058407,0.3316905935290337,0.28261409874947624,0.28113957597173145,0.65,0.36254584510724414,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ivy,evermore,3.515456451645638,-0.15368971241881255,0.41590214067278286,0.513221153846154,-5.294447858699285,0.47375187486608106,0.1474140930685054,0.549469964664311,0.7,0.33445834347918835,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
cowboy like me,evermore,3.7298094704994864,-0.2556222682910964,0.5519877675840978,0.47956730769230776,-4.186744914777582,0.4925362474108993,0.42514965807656524,0.5229681978798587,0.69,0.36201731685080224,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
long story short,evermore,3.9317461882290177,-0.39509229233851945,0.46330275229357804,0.7355769230769231,-5.073292063748602,0.5861009927862295,0.6376747786196661,0.5914310954063604,0.66,0.2504223507049246,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
marjorie,evermore,4.122937206008276,-0.1302680448459852,0.4464831804281346,0.5324519230769231,-4.427393639740495,0.3071923434040426,0.1988765880088907,0.2756183745583039,0.73,0.3294241118365792,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
closure,evermore,4.304719440836713,-0.1764035828453058,0.6819571865443425,0.704326923076923,-3.893945569014271,0.3640454253267624,0.5949893836856717,0.9746024734982334,0.63,0.18385232920515016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
evermore (feat. Bon Iver),evermore,4.478181504542924,-0.06455673495977261,0.22477064220183487,0.18269230769230774,-4.558019446678068,0.3740447110920649,0.4053372721398087,0.31205830388692585,0.67,0.41688232507130424,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
the 1,folklore,0.0,-0.27779114097749386,0.8211009174311927,0.2920673076923077,-4.661033879151223,0.6405256767373759,0.5099026423615795,0.13869257950530034,0.52,0.2397007775028173,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
cardigan,folklore,0.7829994753508476,-0.5961322828352374,0.5642201834862385,0.5552884615384616,-2.071270465748726,0.5241054210413543,0.4399059799319702,0.5483657243816256,0.53,0.29504523635594876,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
the last great american dynasty,folklore,1.335679380127453,-0.6701017739568783,0.6804281345565748,0.6430288461538463,-4.73228840986601,0.5251053496178845,0.5673443591509789,0.732773851590106,0.51,0.2788873725161532,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
exile (feat. Bon Iver),folklore,1.7774125794343936,-0.26419638016566976,0.10244648318042814,0.3076923076923077,-4.591858210388278,0.5318191557745875,0.05568061581724321,0.13537985865724383,0.52,0.38202588655896025,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
my tears ricochet,folklore,2.1515327684960113,-0.20069981954334828,0.32568807339449546,0.17668269230769235,-6.689010761197079,0.37475894578958646,0.4392100609994248,0.08237632508833923,0.52,0.32587542211475484,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
mirrorball,folklore,2.479318719827706,-0.36002393294267976,0.4678899082568808,0.359375,-7.295837486969532,0.4175416041711307,0.29853501963485557,0.3418727915194346,0.5,0.23730918714241767,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
seven,folklore,2.772997332782901,-0.11707408409384086,0.5489296636085627,0.4519230769230769,-5.381917559840897,0.3640454253267624,0.19072439479907116,0.3716872791519435,0.49,0.23718271788105477,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
